label,review,review_,senti_words,sum,sum_senti_words
1,a riveting documentary,a rivet documentary,,3,0
1,"what one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream","what one be leave with , even after the most awful act be commit , be an overwhelm sadness that feel a if it ha make it way into your very bloodstream",even most awful sad your,32,5
0,a less than thrilling thriller,a le than thrill thriller,ill,5,1
0,real life strongman ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders,real life strongman ahola lack the charisma and ability to carry the film on his admittedly broad shoulder,real strong carry broad,18,4
1,"macdowell , whose wifty southern charm has anchored lighter affairs brings an absolutely riveting conviction to her role","macdowell , whose wifty southern charm ha anchor lighter affair bring an absolutely rivet conviction to her role",well light fair,18,3
1,"with its jerky hand held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry","with it jerky hand hold camera and documentary feel , bloody sunday be a sober recount of a very bleak day in derry",jerky old bloody sober very bleak,23,6
1,nair does n't treat the issues lightly she allows each character to confront their problems openly and honestly,nair doe n't treat the issue lightly she allow each character to confront their problem openly and honestly,lightly allow low openly honestly,18,5
1,windtalkers celebrates the human spirit and packs an emotional wallop,windtalker celebrate the human spirit and pack an emotional wallop,celebrate,10,1
1,"nair 's cast is so large it 's altman esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion","nair 's cast be so large it 's altman esque , but she deftly spin the multiple story in a vibrant and intoxicate fashion",so large deftly toxic,24,4
0,"as david letterman and the onion have proven , the worst of tragedies can be fertile sources of humor , but lawrence has only a fleeting grasp of how to develop them","a david letterman and the onion have prove , the worst of tragedy can be fertile source of humor , but lawrence ha only a fleet grasp of how to develop them",worst fertile,32,2
0,national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion,national lampoon 's van wilder could be the worst thing to come out of national lampoon since class reunion,wild worst thin,19,3
0,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff upper lip laboriousness","deadeningly dull , mire in convolute melodrama , nonsensical jargon and stiff upper lip laboriousness",deadening dull stiff laborious,15,4
0,"britney spears' phoniness is nothing compared to the movie 's contrived , lame screenplay and listless direction","britney spears' phoniness be nothing compare to the movie 's contrive , lame screenplay and listless direction",thin lame listless dire,17,4
0,"if hill is n't quite his generation 's don siegel \( or robert aldrich \) , it 's because there 's no discernible feeling beneath the chest hair it 's all bluster and clich","if hill be n't quite his generation 's don siegel \( or robert aldrich \) , it 's because there 's no discernible feel beneath the chest hair it 's all bluster and clich",ill rich neat bluster,34,4
1,"el t tulo no enga a la pel cula narra una historia donde una mujer enfrentar cierta realidad , y donde el sexo es","el t tulo no enga a la pel cula narra una historia donde una mujer enfrentar cierta realidad , y donde el sexo e",real,24,1
1,topics that could make a sailor blush but lots of laughs,topic that could make a sailor blush but lot of laugh,blush lush,11,2
1,a delightful entree in the tradition of food movies,a delightful entree in the tradition of food movie,delightful light,9,2
0,"patchy combination of soap opera , low tech magic realism and , at times , ploddingly sociological commentary","patchy combination of soap opera , low tech magic realism and , at time , ploddingly sociological commentary",pat low real odd logical,18,5
0,a movie that seems motivated more by a desire to match mortarboards with dead poets society and good will hunting than by its own story,a movie that seem motivate more by a desire to match mortarboard with dead poet society and good will hunt than by it own story,desire good ill,25,3
0,"downbeat , period perfect biopic hammers home a heavy handed moralistic message","downbeat , period perfect biopic hammer home a heavy hand moralistic message",perfect heavy sage,12,3
0,"it 's better than the phantom menace but unless you 're an absolute raving star wars junkie , it is n't much fun","it 's better than the phantom menace but unless you 're an absolute rave star war junkie , it be n't much fun",ace star,23,2
0,this long and relentlessly saccharine film is a clear case of preaching to the converted,this long and relentlessly saccharine film be a clear case of preach to the convert,long relentlessly sly clear,15,4
0,nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay,nothing in wake up in reno ever inspire me to think of it inhabitant a anything more than marker in a screenplay,thin think of,22,3
0,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book,they keep much of the plot but jettison the stuff that would make this a move experience for people who have n't read the book,keep boo,25,2
1,high crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience,high crime steal so freely from other movie and combine enough disparate type of film that it ca n't help but engage an audience,high so freely,24,3
1,"is n't quite the equal of woo 's best earlier work , but it 's easily his finest american film comes close to recapturing the brilliance of his hong kong films","be n't quite the equal of woo 's best earlier work , but it 's easily his finest american film come close to recapture the brilliance of his hong kong film",equal best easily finest close apt ill,31,7
1,"clint eastwood 's blood work is a lot like a well made pb j sandwich familiar , fairly uneventful and boasting no real surprises but still quite tasty and inviting all the same","clint eastwood 's blood work be a lot like a well make pb j sandwich familiar , fairly uneventful and boast no real surprise but still quite tasty and invite all the same",a lot like well familiar fairly uneven eventful real surprise still ill quite tasty,33,14
0,should have been someone else,should have be someone else,,5,0
1,noyce has worked wonders with the material,noyce ha work wonder with the material,wonder,7,1
0,a wannabe comedy of manners about a brainy prep school kid with a mrs robinson complex founders on its own preciousness and squanders its beautiful women,a wannabe comedy of manner about a brainy prep school kid with a mr robinson complex founder on it own preciousness and squander it beautiful woman,brainy complex preciousness beautiful,26,4
1,"it extends the writings of jean genet and john rechy , the films of fassbinder , perhaps even the nocturnal works of goya","it extend the write of jean genet and john rechy , the film of fassbinder , perhaps even the nocturnal work of goya",even,23,1
1,"a haunting vision , with images that seem more like disturbing hallucinations","a haunt vision , with image that seem more like disturb hallucination",more like,12,2
1,a marvel like none you 've seen,a marvel like none you 've see,marvel like,7,2
1,"enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers","enough may pander to our basest desire for payback , but unlike many revenge fantasy , it ultimately deliver",base desire back like even,19,5
1,"prancing his way through the tailor made part of a male hooker approaching the end of his vitality , jagger obviously relishes every self mocking moment","prance his way through the tailor make part of a male hooker approach the end of his vitality , jagger obviously relish every self mock moment",rough vital obviously sly mock,26,5
0,focuses on joan 's raging hormones and sledgehammers the audience with spanish inquisitions about her madness so much that i became mad that i wasted 123 minutes and 9 50 on this 21st century torture device,focus on joan 's rag hormone and sledgehammer the audience with spanish inquisition about her madness so much that i become mad that i waste 123 minute and 9 50 on this 21st century torture device,focus waste minute,36,3
0,painfully padded,painfully pad,painfully,2,1
0,"a preposterous , prurient whodunit","a preposterous , prurient whodunit",preposterous,5,1
1,"\( a \) hollywood sheen bedevils the film from the very beginning \( but \) lohman 's moist , deeply emotional eyes shine through this bogus veneer","\( a \) hollywood sheen bedevil the film from the very begin \( but \) lohman 's moist , deeply emotional eye shine through this bogus veneer",evil deeply rough bogus,27,4
0,"christians sensitive to a reductionist view of their lord as a luv spreading dr feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic","christian sensitive to a reductionist view of their lord a a luv spread dr feelgood or omnipotent slacker will feel vastly more affront than secularist , who might even praise god for deliver such an instant camp classic",sensitive good omnipotent slack ill vast even praise,38,8
1,"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated","a warm a it be wise , deftly set off uproarious humor with an underlie seriousness that sneak up on the viewer , provide an experience that be richer than anticipate",warm wise deftly set uproarious seriousness rich pat,31,8
1,"nakata 's technique is to imply terror by suggestion , rather than the overuse of special effects","nakata 's technique be to imply terror by suggestion , rather than the overuse of special effect",,17,0
1,what it lacks in substance it makes up for in heart,what it lack in substance it make up for in heart,in substance,11,2
1,would make an excellent companion piece to the similarly themed 'the french lieutenant 's woman ',would make an excellent companion piece to the similarly theme 'the french lieutenant 's woman ',excellent,16,1
0,"pryor lite , with half the demons , half the daring , much less talent , many fewer laughs","pryor lite , with half the demon , half the dare , much le talent , many fewer laugh",dare,19,1
0,"the movie is genial but never inspired , and little about it will stay with you","the movie be genial but never inspire , and little about it will stay with you",genial ill,16,2
0,obvious,obvious,obvious,1,1
0,high crimes miscasts nearly every leading character,high crime miscast nearly every lead character,high,7,1
1,"third time 's the charm yeah , baby !","third time 's the charm yeah , baby !",,9,0
0,you 're too conscious of the effort it takes to be this spontaneous,you 're too conscious of the effort it take to be this spontaneous,,13,0
0,"where tom green stages his gags as assaults on america 's knee jerk moral sanctimony , jackass lacks aspirations of social upheaval","where tom green stage his gag a assault on america 's knee jerk moral sanctimony , jackass lack aspiration of social upheaval",green assault sanctimony,22,3
1,"not quite as miraculous as its dreamworks makers would have you believe , but it more than adequately fills the eyes and stirs the emotions","not quite a miraculous a it dreamworks maker would have you believe , but it more than adequately fill the eye and stir the emotion",ill,25,1
1,pray does n't have a passion for the material he nonetheless appreciates the art and reveals a music scene that transcends culture and race,pray doe n't have a passion for the material he nonetheless appreciate the art and reveal a music scene that transcend culture and race,pass appreciate ace,24,3
1,"even in its most tedious scenes , russian ark is mesmerizing","even in it most tedious scene , russian ark be mesmerize",even most tedious,11,3
0,"authentic , and at times endearing , humorous , spooky , educational , but at other times as bland as a block of snow","authentic , and at time endear , humorous , spooky , educational , but at other time a bland a a block of snow",authentic dear humorous,24,3
1,moonlight mile does n't quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy,moonlight mile doe n't quite go the distance but the cast be impressive and they all give life to these break character who be try to make their way through this tragedy,light impressive rough,32,3
0,"anemic , pretentious","anemic , pretentious",pretentious,3,1
0,"the drama was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention","the drama wa so uninspiring that even a story immerse in love , lust , and sin could n't keep my attention",inspiring even love keep,22,4
1,an intriguing and entertaining introduction to johnson,an intrigue and entertain introduction to johnson,,7,0
1,two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy,two week notice ha appeal beyond be a sandra bullock vehicle or a standard romantic comedy,standard,16,1
1,"a much more successful translation than its most famous previous film adaptation , writer director anthony friedman 's similarly updated 1970 british production","a much more successful translation than it most famous previous film adaptation , writer director anthony friedman 's similarly update 1970 british production",much more more successful most famous apt dire,23,8
0,"while certainly more naturalistic than its australian counterpart , amari 's film falls short in building the drama of lilia 's journey","while certainly more naturalistic than it australian counterpart , amari 's film fall short in build the drama of lilia 's journey",certainly more natural,22,3
1,"worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees","worth a look by those on both side of the issue , if only for the perspective it offer , one the public rarely see",rarely,25,1
0,a collage of clich s and a dim echo of allusions to other films,a collage of clich s and a dim echo of allusion to other film,dim,14,1
1,"easier to respect than enthuse over , andersson 's rigorous personal vision is not only distanced but distancing","easier to respect than enthuse over , andersson 's rigorous personal vision be not only distance but distance",respect rigorous,18,2
0,"the smug , oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive","the smug , oily demeanor that donovan adopt throughout the stupidly name pipe dream be just repulsive",smug oily mean adopt rough stupidly idly just,17,8
0,has a long and clunky ending which forces the audience to fidget through ten pseudo serious minutes while waiting for the ending credits and the deleted scenes montage to break the audience 's awkward silence,ha a long and clunky end which force the audience to fidget through ten pseudo serious minute while wait for the end credit and the delete scene montage to break the audience 's awkward silence,long rough serious minute awkward silence,35,6
1,it 's both a necessary political work and a fascinating documentary,it 's both a necessary political work and a fascinate documentary,necessary politic,11,2
1,"director claude chabrol has become the master of innuendo it is not what you see , it is what you think you see","director claude chabrol ha become the master of innuendo it be not what you see , it be what you think you see",dire laud thin,23,3
0,"we are left with a superficial snapshot that , however engaging , is insufficiently enlightening and inviting","we be leave with a superficial snapshot that , however engage , be insufficiently enlighten and invite",superficial hot light,17,3
1,showtime is a fine looking film with a bouncy score and a clutch of lively songs for deft punctuation,showtime be a fine look film with a bouncy score and a clutch of lively song for deft punctuation,fine lively deft,19,3
1,what sets ms birot 's film apart from others in the genre is a greater attention to the parents and particularly the fateful fathers in the emotional evolution of the two bewitched adolescents,what set m birot 's film apart from others in the genre be a greater attention to the parent and particularly the fateful father in the emotional evolution of the two bewitch adolescent,set great fat,33,3
1,"call me a wimp , but i cried , not once , but three times in this animated sweet film","call me a wimp , but i cry , not once , but three time in this animate sweet film",animate sweet,20,2
0,"all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula which is a waste of de niro , mcdormand and the other good actors in the cast","all movie long , city by the sea swing from one approach to the other , but in the end , it stay in formula which be a waste of de niro , mcdormand and the other good actor in the cast",long waste good,42,3
1,"it 's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s","it 's full of cheesy dialogue , but great trashy fun that finally return de palma to his pulpy thriller of the early '80s",great rash shy finally ill,24,5
0,"director jay russell stomps in hobnail boots over natalie babbitt 's gentle , endearing 1975 children 's novel","director jay russell stomp in hobnail boot over natalie babbitt 's gentle , endear 1975 child 's novel",dire boo gentle dear novel,18,5
0,spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy,spain 's greatest star wattage doe n't overcome the tumult of maudlin tragedy,greatest star,13,2
0,"a journey that 's too random and inconclusive to be compelling , but which hoffman 's brilliance almost makes worth taking","a journey that 's too random and inconclusive to be compel , but which hoffman 's brilliance almost make worth take",too random conclusive ill,21,4
0,"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise","a dull , somnambulant exercise in pretension whose pervasive quiet be break by frequent outburst of violence and noise",dull quiet,19,2
0,"a pleasant and engaging enough sit , but in trying to have the best of both worlds it ends up falling short as a whole","a pleasant and engage enough sit , but in try to have the best of both world it end up fall short a a whole",pleasant best whole,25,3
0,it 's just a little too self satisfied,it 's just a little too self satisfy,just,8,1
0,"this is a movie filled with unlikable , spiteful idiots whether or not their friendship is salvaged makes no difference in the least","this be a movie fill with unlikable , spiteful idiot whether or not their friendship be salvage make no difference in the least",ill likable able spiteful,23,4
1,"a fine production with splendid singing by angela gheorghiu , ruggero raimondi , and roberto alagna","a fine production with splendid sing by angela gheorghiu , ruggero raimondi , and roberto alagna",fine splendid,16,2
0,the most surprising thing about this film is that they are actually releasing it into theaters,the most surprise thing about this film be that they be actually release it into theater,most surprise thin actually,16,4
1,a carefully structured scream of consciousness that is tortured and unsettling but unquestionably alive,a carefully structure scream of consciousness that be torture and unsettle but unquestionably alive,carefully set unquestionably question ably,14,5
0,"the problem with the mayhem in formula 51 is not that it 's offensive , but that it 's boring","the problem with the mayhem in formula 51 be not that it 's offensive , but that it 's bore",offensive,20,1
1,somehow manages to escape the shackles of its own clich s to be the best espionage picture to come out in weeks,somehow manage to escape the shackle of it own clich s to be the best espionage picture to come out in week,best,22,1
0,earnest yet curiously tepid and choppy recycling in which predictability is the only winner,earnest yet curiously tepid and choppy recycle in which predictability be the only winner,earnest sly choppy,14,3
1,"all the filmmakers are asking of us , is to believe in something that is improbable","all the filmmaker be ask of u , be to believe in something that be improbable",thin able,16,2
1,"as any creature feature fan knows , when you cross toxic chemicals with a bunch of exotic creatures , you get a lot of running around , screaming and death on that score , the film certainly does n't disappoint","a any creature feature fan know , when you cross toxic chemical with a bunch of exotic creature , you get a lot of run around , scream and death on that score , the film certainly doe n't disappoint",cross toxic round certainly,40,4
0,you see robert de niro singing and dancing to west side story show tunes choose your reaction a \) that sure is funny ! b \) that sure is pathetic !,you see robert de niro sing and dance to west side story show tune choose your reaction a \) that sure be funny ! b \) that sure be pathetic !,your funny pathetic,31,3
0,what you end up getting is the vertical limit of surfing movies memorable stunts with lots of downtime in between,what you end up get be the vertical limit of surf movie memorable stunt with lot of downtime in between,memorable able stun,20,3
1,"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever watchful gaze and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one","this odd , poetic road movie , spike by jolt of pop music , pretty much take place in morton 's ever watchful gaze and it 's a tribute to the actress , and to her inventive director , that the journey be such a mesmerize one",odd pretty ace dire,47,4
0,"frida is certainly no disaster , but neither is it the kahlo movie frida fans have been looking for","frida be certainly no disaster , but neither be it the kahlo movie frida fan have be look for",certainly,19,1
1,"what a dumb , fun , curiously adolescent movie this is","what a dumb , fun , curiously adolescent movie this be",sly,11,1
1,an enjoyable experience,an enjoyable experience,enjoyable able,3,2
0,"i felt sad for lise not so much because of what happens as because she was captured by this movie when she obviously belongs in something lighter and sunnier , by rohmer , for example","i felt sad for lise not so much because of what happen a because she wa capture by this movie when she obviously belong in something lighter and sunnier , by rohmer , for example",sad apt obviously sly long thin light ample,35,8
0,"a weird little movie that 's amusing enough while you watch it , offering fine acting moments and pungent insights into modern l a 's show biz and media subcultures but it does n't leave you with much","a weird little movie that 's amuse enough while you watch it , offer fine act moment and pungent insight into modern l a 's show biz and medium subculture but it doe n't leave you with much",weird fine pungent sigh modern,38,5
0,"are monsters born , or made \?","be monster bear , or make \?",,7,0
1,zhang has done an amazing job of getting realistic performances from his mainly nonprofessional cast,zhang ha do an amaze job of get realistic performance from his mainly nonprofessional cast,amaze realistic mainly nonprofessional,15,4
0,"if somebody was bored and decided to make a dull , pretentious version of jesus' son , they 'd come up with something like bart freundlich 's world traveler","if somebody wa bore and decide to make a dull , pretentious version of jesus' son , they 'd come up with something like bart freundlich 's world traveler",dull pretentious thin like,29,4
1,poignant japanese epic about adolescent anomie and heartbreak,poignant japanese epic about adolescent anomie and heartbreak,epic,8,1
0,"for all the writhing and wailing , tears , rage and opium overdoses , there 's no sense of actual passion being washed away in love 's dissolution","for all the writhe and wail , tear , rage and opium overdose , there 's no sense of actual passion be wash away in love 's dissolution",actual pass love,28,3
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority oriented director like steven spielberg to follow a i with this challenging report so liable to unnerve the majority","there 's something auspicious , and dare , too , about the artistic instinct that push a majority orient director like steven spielberg to follow a i with this challenge report so liable to unnerve the majority",thin auspicious spic dare artistic major dire like even low able,37,11
1,"an incredibly thoughtful , deeply meditative picture that neatly and effectively captures the debilitating grief felt in the immediate aftermath of the terrorist attacks","an incredibly thoughtful , deeply meditative picture that neatly and effectively capture the debilitate grief felt in the immediate aftermath of the terrorist attack",incredibly thoughtful deeply meditative neatly effectively apt attack,24,8
0,the next big thing 's not so big \( and not so hot \) directorial debut,the next big thing 's not so big \( and not so hot \) directorial debut,thin so big hot dire,16,5
0,"a gimmick in search of a movie how to get carvey into as many silly costumes and deliver as many silly voices as possible , plot mechanics be damned","a gimmick in search of a movie how to get carvey into a many silly costume and deliver a many silly voice a possible , plot mechanic be damn",arch silly ill damn,29,4
1,a chick flick for guys,a chick flick for guy,,5,0
1,"\( caine \) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film","\( caine \) prof once again he ha n't lose his touch , bring off a superb performance in an admittedly middle film",superb,23,1
0,one thing is for sure this movie does not tell you a whole lot about lily chou chou,one thing be for sure this movie doe not tell you a whole lot about lily chou chou,thin whole,18,2
1,a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others,a brutally honest documentary about a much anticipate family reunion that go wrong thank to culture shock and a refusal to empathize with others,brutally honest pat wrong thank shock empathize,24,7
0,almost as offensive as freddy got fingered,almost a offensive a freddy get finger,offensive,7,1
1,offers enough playful fun to entertain the preschool set while embracing a wholesome attitude,offer enough playful fun to entertain the preschool set while embrace a wholesome attitude,playful set ace whole,14,4
1,that death is merely a transition is a common tenet in the world 's religions this deeply spiritual film taps into the meaning and consolation in afterlife communications,that death be merely a transition be a common tenet in the world 's religion this deeply spiritual film tap into the mean and consolation in afterlife communication,common deeply mean,28,3
1,this movie has the usual impossible stunts but it has just as many scenes that are lean and tough enough to fit in any modern action movie,this movie ha the usual impossible stunt but it ha just a many scene that be lean and tough enough to fit in any modern action movie,stun just lean tough fit modern,27,6
1,both a detective story and a romance spiced with the intrigue of academic skullduggery and politics,both a detective story and a romance spice with the intrigue of academic skullduggery and politics,spic politic,16,2
1,"it 's not a great monster movie but if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here chomp chomp !","it 's not a great monster movie but if you 've pay a matinee price and buy a big tub of popcorn , there 's guilty fun to be have here chomp chomp !",great big guilty,34,3
0,"it is supremely unfunny and unentertaining to watch middle age and older men drink to excess , piss on trees , b s one another and put on a show in drag","it be supremely unfunny and unentertaining to watch middle age and older men drink to excess , piss on tree , b s one another and put on a show in drag",supreme funny entertaining old excess,32,5
1,"the additional storyline is interesting and entertaining , but it does n't have the same magical quality as the beginning of the story i like the new footage and still love the old stuff","the additional storyline be interest and entertain , but it doe n't have the same magical quality a the begin of the story i like the new footage and still love the old stuff",quality like new still ill love old,34,7
1,"this orange has some juice , but it 's far from fresh squeezed","this orange ha some juice , but it 's far from fresh squeeze",fresh,13,1
0,"it 's so laddish and juvenile , only teenage boys could possibly find it funny","it 's so laddish and juvenile , only teenage boy could possibly find it funny",funny,15,1
1,great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium seat megaplex,great fun both for sport aficionado and for ordinary lout whose idea of exercise be climb the step of a stadium seat megaplex,great,23,1
1,"pipe dream does have its charms the leads are natural and lovely , the pace is serene , the humor wry and sprightly","pipe dream doe have it charm the lead be natural and lovely , the pace be serene , the humor wry and sprightly",natural lovely ace serene sprightly right,23,6
1,"made up lampoons the moviemaking process itself , while shining a not particularly flattering spotlight on america 's skin deep notions of pulchritude","make up lampoon the moviemaking process itself , while shin a not particularly flatter spotlight on america 's skin deep notion of pulchritude",not particularly particularly flat light deep,23,6
0,"far too clever by half , howard 's film is really a series of strung together moments , with all the spaces in between filled with fantasies , daydreams , memories and one fantastic visual trope after another","far too clever by half , howard 's film be really a series of string together moment , with all the space in between fill with fantasy , daydream , memory and one fantastic visual trope after another",too clever really ace ill fantastic,38,6
0,dilbert without the right on satiric humor,dilbert without the right on satiric humor,right,7,1
0,"toback 's fondness for fancy split screen , stuttering editing and pompous references to wittgenstein and kirkegaard blends uneasily with the titillating material","toback 's fondness for fancy split screen , stutter edit and pompous reference to wittgenstein and kirkegaard blend uneasily with the titillate material",back fancy stutter utter pompous easily ill,23,7
1,"red dragon is less baroque and showy than hannibal , and less emotionally affecting than silence but , like silence , it 's a movie that gets under your skin","red dragon be le baroque and showy than hannibal , and le emotionally affect than silence but , like silence , it 's a movie that get under your skin",showy silence like your,30,4
0,"those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida or , you can do something fun tonight","those who manage to avoid the deconstructionist theorize of french philosopher jacques derrida in college can now take an 85 minute brush up course with the documentary derrida or , you can do something fun tonight",void minute thin,36,3
1,the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel,the gentle comic treatment of adolescent sturm und drang should please fan of chris fuhrman 's posthumously publish cult novel,gentle sly novel,20,3
0,"pure of intention and passably diverting , his secret life is light , innocuous and unremarkable","pure of intention and passably divert , his secret life be light , innocuous and unremarkable",pure intent pass ably secret light innocuous nocuous remarkable able,16,10
0,tedious norwegian offering which somehow snagged an oscar nomination,tedious norwegian offer which somehow snag an oscar nomination,tedious,9,1
0,it makes me feel weird thinking about all the bad things in the world like puppies with broken legs and butterflies that die and movies starring pop queens,it make me feel weird think about all the bad thing in the world like puppy with break leg and butterfly that die and movie star pop queen,weird think about bad like utter star,28,7
0,"a big , loud , bang the drum bore","a big , loud , bang the drum bore",big loud,9,2
1,"twist open the ouzo ! it 's time to let your hair down greek style a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non stop funny feast of warmth , colour and cringe","twist open the ouzo ! it 's time to let your hair down greek style a vibrant whirlwind of love , family and all that go with it , my big fat greek wed be a non stop funny feast of warmth , colour and cringe",open your reek love big fat funny warm,46,8
1,"the film is faithful to what one presumes are the book 's twin premises that we become who we are on the backs of our parents , but we have no idea who they were at our age and that time is a fleeting and precious commodity no matter how old you are","the film be faithful to what one presume be the book 's twin premise that we become who we be on the back of our parent , but we have no idea who they be at our age and that time be a fleet and precious commodity no matter how old you be",faithful boo back precious matter how old,53,7
0,gibney and jarecki just want to string the bastard up,gibney and jarecki just want to string the bastard up,just want to star,10,4
1,"it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic","it 's about a convince a any other arnie musclefest , but ha a little too much resonance with real world event and ultimately come off a insultingly simplistic",real even simplistic,29,3
1,"a meditation on faith and madness , frailty is blood curdling stuff","a meditation on faith and madness , frailty be blood curdle stuff",frailty,12,1
0,"big fat liar is little more than home alone raised to a new , self deprecating level","big fat liar be little more than home alone raise to a new , self deprecate level",big fat alone lone new level,17,6
1,"stuart 's poor me persona needs a whole bunch of snowball 's cynicism to cut through the sugar coating but once the falcon arrives in the skies above manhattan , the adventure is on red alert","stuart 's poor me persona need a whole bunch of snowball 's cynicism to cut through the sugar coat but once the falcon arrive in the sky above manhattan , the adventure be on red alert",poor need whole rough venture alert,36,6
0,succeeds in providing a disquiet world the long dreaded completion of the police academy series,succeed in provide a disquiet world the long dread completion of the police academy series,quiet long dread,15,3
0,"the film would work much better as a video installation in a museum , where viewers would be free to leave immediately","the film would work much better a a video installation in a museum , where viewer would be free to leave immediately",much better free,22,3
1,"you can almost see mendes and company getting together before a single frame had been shot and collectively vowing , 'this is going to be something really good ' and it is","you can almost see mend and company get together before a single frame have be shoot and collectively vow , 'this be go to be something really good ' and it be",single thin really good good,32,5
0,"'linklater fans , or pretentious types who want to appear avant garde will suck up to this project '","'linklater fan , or pretentious type who want to appear avant garde will suck up to this project '",pretentious want to ill,19,4
0,"such a fine idea for a film , and such a stultifying , lifeless execution","such a fine idea for a film , and such a stultify , lifeless execution",fine lifeless,15,2
1,we learn a lot about dying coral and see a lot of life on the reef,we learn a lot about die coral and see a lot of life on the reef,,16,0
0,"has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3 year olds find it diverting","ha all the hallmark of a movie design strictly for child 's home video , a market so insatiable it absorb all manner of lame entertainment , a long a 3 year old find it divert",strictly so insatiable able lame long old,36,7
0,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed down approach wears thin","contain a few big laugh but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed down approach wear thin",big funny miss sly thin,28,5
0,"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti castro rhetoric , which are included","ninety minute of viva castro ! can be a tiresome a 9 second of jesse helms' anti castro rhetoric , which be include",minute tiresome,23,2
0,"cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy","cox be far more concern with aggrandize madness , not the man , and the result might drive you crazy",grand,20,1
0,"if routine action and jokes like this are your cup of tea , then pay your 8 and get ready for the big shear this is one baaaaaaaaad movie","if routine action and joke like this be your cup of tea , then pay your 8 and get ready for the big shear this be one baaaaaaaaad movie",routine like your big,29,4
1,diverting french comedy in which a husband has to cope with the pesky moods of jealousy,divert french comedy in which a husband ha to cope with the pesky mood of jealousy,jealousy lousy,16,2
1,"sturdy , entertaining period drama both caine and fraser have their moments","sturdy , entertain period drama both caine and fraser have their moment",sturdy,12,1
1,"the determination of pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director patricio guzman 's camera , pack a powerful emotional wallop","the determination of pinochet 's victim to seek justice , and their often heartbreaking testimony , speak directly into director patricio guzman 's camera , pack a powerful emotional wallop",just dire pat powerful,30,4
1,"beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes","beautiful , angry and sad , with a curious sick poetry , a if the marquis de sade have go in for pastel landscape",beautiful angry sad,24,3
0,propelled not by characters but by caricatures,propel not by character but by caricature,prop,7,1
1,"what lifts the film high above run of the filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map","what lift the film high above run of the filth gangster flick be it refusal to recognise any of the signpost , a if discover a way through to the bitter end without a map",high rough bitter,35,3
0,"it does n't quite deserve the gong , but there are more fascinating acts than confessions of a dangerous mind","it doe n't quite deserve the gong , but there be more fascinate act than confession of a dangerous mind",dangerous anger mind,20,3
